block_id,start_time,end_time,date,K1,K2,K3,K4,K5,K6,K7,K8,pattern,stage,program,n_seconds,duration_s
669,2026-04-07 08:55:36+02:00,2026-04-07 08:55:36+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
670,2026-04-07 08:55:37+02:00,2026-04-07 08:55:38+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
671,2026-04-07 08:55:39+02:00,2026-04-07 08:55:39+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
672,2026-04-07 08:55:40+02:00,2026-04-07 08:55:40+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
673,2026-04-07 08:55:41+02:00,2026-04-07 08:56:14+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
674,2026-04-07 08:56:15+02:00,2026-04-07 08:56:17+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
675,2026-04-07 08:56:18+02:00,2026-04-07 08:56:18+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
676,2026-04-07 08:56:19+02:00,2026-04-07 08:56:19+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
677,2026-04-07 08:56:20+02:00,2026-04-07 08:56:22+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
678,2026-04-07 08:56:23+02:00,2026-04-07 08:56:23+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
679,2026-04-07 08:56:24+02:00,2026-04-07 08:56:26+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,3,3
680,2026-04-07 08:56:27+02:00,2026-04-07 08:56:29+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
681,2026-04-07 08:56:30+02:00,2026-04-07 08:56:31+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
682,2026-04-07 08:56:32+02:00,2026-04-07 08:56:32+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
683,2026-04-07 08:56:33+02:00,2026-04-07 08:56:34+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
684,2026-04-07 08:56:35+02:00,2026-04-07 08:56:35+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
685,2026-04-07 08:56:36+02:00,2026-04-07 08:57:03+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,28,28
686,2026-04-07 08:57:04+02:00,2026-04-07 08:57:05+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
687,2026-04-07 08:57:06+02:00,2026-04-07 08:57:06+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
688,2026-04-07 08:57:07+02:00,2026-04-07 08:57:08+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
689,2026-04-07 08:57:09+02:00,2026-04-07 08:57:09+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
690,2026-04-07 08:57:10+02:00,2026-04-07 08:57:10+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
691,2026-04-07 08:57:11+02:00,2026-04-07 08:57:44+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
692,2026-04-07 08:57:45+02:00,2026-04-07 08:57:47+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
693,2026-04-07 08:57:48+02:00,2026-04-07 08:57:48+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
694,2026-04-07 08:57:49+02:00,2026-04-07 08:57:49+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
695,2026-04-07 08:57:50+02:00,2026-04-07 08:57:52+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
696,2026-04-07 08:57:53+02:00,2026-04-07 08:57:53+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
697,2026-04-07 08:57:54+02:00,2026-04-07 08:58:08+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,15,15
698,2026-04-07 08:58:09+02:00,2026-04-07 08:58:11+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
699,2026-04-07 08:58:12+02:00,2026-04-07 08:58:13+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
700,2026-04-07 08:58:14+02:00,2026-04-07 08:58:14+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
701,2026-04-07 08:58:15+02:00,2026-04-07 08:58:16+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
702,2026-04-07 08:58:17+02:00,2026-04-07 08:58:17+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
703,2026-04-07 08:58:18+02:00,2026-04-07 08:58:33+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,16,16
704,2026-04-07 08:58:34+02:00,2026-04-07 08:58:35+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
705,2026-04-07 08:58:36+02:00,2026-04-07 08:58:36+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
706,2026-04-07 08:58:37+02:00,2026-04-07 08:58:38+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
707,2026-04-07 08:58:39+02:00,2026-04-07 08:58:39+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
708,2026-04-07 08:58:40+02:00,2026-04-07 08:58:40+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
709,2026-04-07 08:58:41+02:00,2026-04-07 08:59:14+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
710,2026-04-07 08:59:15+02:00,2026-04-07 08:59:17+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
711,2026-04-07 08:59:18+02:00,2026-04-07 08:59:18+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
712,2026-04-07 08:59:19+02:00,2026-04-07 08:59:19+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
713,2026-04-07 08:59:20+02:00,2026-04-07 08:59:22+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
714,2026-04-07 08:59:23+02:00,2026-04-07 08:59:23+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
715,2026-04-07 08:59:24+02:00,2026-04-07 08:59:33+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,10,10
716,2026-04-07 08:59:34+02:00,2026-04-07 08:59:36+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
717,2026-04-07 08:59:37+02:00,2026-04-07 08:59:38+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
718,2026-04-07 08:59:39+02:00,2026-04-07 08:59:39+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
719,2026-04-07 08:59:40+02:00,2026-04-07 08:59:41+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
720,2026-04-07 08:59:42+02:00,2026-04-07 08:59:42+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
721,2026-04-07 08:59:43+02:00,2026-04-07 08:59:59+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,17,17
